Date,Subject,Content,ParaphrasedSubject,CompactedSummary,DetailedSummary,Impact
9-Jun-24,TIBBIYAH,"Arabian International Healthcare Holding Co. announces a contract award amounted to 23.8 Million Saudi Riyals from National Unified Procurement Company (NUPCO) under the Tender NPT0019/22 to International Medical Supplies Co.(Premma Health); a subsidiary company owned 100% by ""TIBBIYAH"", pertaining securing the ortho and spine consumables and contract will be signed later.  Element List Explanation
Introduction Arabian International Healthcare Holding Co. announces a contract award amounted to 23.8 Million Saudi Riyals from National Unified Procurement Company (NUPCO) under the Tender NPT0019/22 to International Medical Supplies Co.(Premma Health); a subsidiary company owned 100% by ""TIBBIYAH""
Date of the Award 2024-06-06 Corresponding to 1445-11-29
Counterparty National Unified Procurement Company (NUPCO)
Contract Value 23,836,805.58
Contract Details Securing the ortho and spine products as per the contract terms and conditions
Related Parties Not Applicable",TIBBIYAH Subsidiary Wins 23.8M SR Contract from NUPCO," Arabian International Healthcare Holding Co.'s subsidiary, International Medical Supplies Co. (Premma Health), has secured a 23.8 million Saudi Riyal contract from National Unified Procurement Company (NUPCO) for supplying ortho and spine consumables.","Arabian International Healthcare Holding Co. has announced that its fully-owned subsidiary, International Medical Supplies Co. (Premma Health), has been awarded a contract by the National Unified Procurement Company (NUPCO). Valued at 23,836,805.58 Saudi Riyals, the contract pertains to the provision of ortho and spine consumables in accordance with the agreed-upon terms and conditions. The contract award date is set for June 6, 2024 (corresponding to 1445-11-29 in the Islamic calendar).","The contract win represents a significant milestone for TIBBIYAH's subsidiary, Premma Health, as it expands its presence in the healthcare supplies sector. The agreement with NUPCO will likely generate substantial revenue for the company and strengthen its market position, while also ensuring a steady supply of essential medical consumables for NUPCO."
9-Jun-24,FAD,"Fad International Co. Announces the Results of the Extraordinary General Assembly Meeting, ( First Meeting )  Element List Explanation
Introduction FAD International Company announces to its shareholders the results of the Extraordinary General Assembly meeting (first meeting), which was held at exactly 19:00 pm on Thursday, 11/29/1445 H, corresponding to 06/06/2024, at the company’s main headquarters located in Jeddah. - Al-Andalus District - 6633 Abu Saeed Al-Naqqash Street, postal code 23322, additional number 3934,, through modern technology means (remotely) - using Tadawulaty services; This is after the legal quorum is reached for the assembly to be held
City and Location of the General Assembly's Meeting At the company’s main headquarters in Jeddah - Al-Andalus District - 6633 Abu Saeed Al-Naqqash Street, postal code 23322, additional number 3934 - through modern technological means (remotely) - using Tadawulaty services.
Date of the General Assembly's Meeting 2024-06-06 Corresponding to 1445-11-29
Time of the General Assembly’s Meeting 19:00
Percentage of Attending Shareholders 91.06%
Names of the Board of Directors' Members Present at the General Assembly's Meeting and Names of the Absentees 1. Chairman of the Board of Directors, Mr. Mohamed Abdulrahman Mohammed Moumena 2. Vice Chairman of the Board of Directors, Mr. Ayman Tariq Saleh Jamal 3. Managing Director and CEO, Mr. Eyad Abdullah Suleiman Mashat 4. Members of the Board of Directors, Mr. Thamer Abdul Qadir Abdullah Jan 5. Member of the Board of Directors, Ms. Tala Eyad Abdullah Mashat
Names of the Chairmen of the Committees Present at the General Assembly's Meeting or Members of such Committees Attending on Their Behalf Chairman of the Audit Committee, Mr. Thamer Abdul Qadir Abdullah Jan
Voting Results on the Items of the General Assembly's Meeting Agenda's 1. Approval of the company’s auditor’s report for the financial year ending on December 31, 2023, AD after discussing it 2. The Board of Director’s report for the financial year ending on December 31, 2023, was reviewed and discussed. 3. The company’s financial statements for the fiscal year ending on December 31, 2023, were reviewed and discussed 4. Approval to release the members of the Board of Directors from their liabilities for the fiscal year ending on December 31, 2023, AD. 5. Approval of the appointment of Ernst & Young Professional Services as the company’s auditor from among the candidates based on the recommendation of the Audit Committee; This is to examine, review and audit the financial statements for the first half ending on June 30, 2024, AD and the annual ending on December 31, 2024 AD, for a fee amounting to (560,000) five hundred and sixty thousand Saudi riyals. 6. Approval to disburse an amount of (795,000) seven hundred and ninety-five thousand riyals as a reward to members of the Board of Directors for the fiscal year ending on 12/31/2023 AD. 7. Approval of amending the company’s governance regulations 8. Approval for the Managing Director and CEO, Mr. Eyad Abdullah Suleiman Mashat, to participate in a business competitive with the company’s business. 9. Approval for the participation of Board Member Ms. Tala Eyad Abdullah Mashat - in work competitive with the company’s business. 10. Approval of the business and contracts concluded between the company (and Al-Mashat Foundation - in which the Managing Director, Mr. Eyad Abdullah Mashat) has an indirect interest as he is the son of the owner of the organization, which is (clothing sales), noting that the contract began in the year 2017 AD and the value of the transactions during the year 2023 AD is an amount of (3,299,293) SAR (debit transactions), and the value of the amount paid during the year 2023 AD is an amount of (4,305,674) SAR (credit transactions), and the final balance for the year 2023 AD is (1,073,288) SAR. 11. Approval of the works and contracts concluded between the company (Fad China Company - in which the Managing Director, Mr. Eyad Abdullah Mashat) has an indirect interest as the owner of the capital, which is (recovery of expenses), noting that the contract began in the year 2023 and the value of the transactions is during the year 2023 AD is an amount of (3,131,815) SAR (debit transactions), and the value of the amount paid during the year 2023 AD is an amount of (3,052,319) SAR (credit transactions), and the final balance for the year 2023 AD is (101,092) SAR. 12. Approval of the business and contracts concluded between the company (Femi Nine Bahrain Foundation - in which the Managing Director, Mr. Eyad Abdullah Mashat) has an indirect interest as he is the owner of the institution, which is (clothing sales), noting that the contract began in the year 2023 and the value of the transactions during the year 2023 AD is an amount of (2,247,011) SAR (debit transactions), and the value of the amount paid during the year 2023 AD is an amount of (1,726,333) SAR (credit transactions), and the final balance for the year 2023 AD is (1,610,380) SAR. 13. Approval of amending Article (3) of the company’s bylaws related to the company’s purposes 14. Approval of amending Article (17) of the company’s bylaws related to the company’s management 15. Approval of amending the company’s bylaws in accordance with the new companies’ bylaws, and rearranging and numbering the articles of the bylaws; To comply with the proposed amendments.",FAD International Co. Reports Extraordinary General Assembly Meeting Results," FAD International Co. held its Extraordinary General Assembly meeting on June 6, 2024, with a 91.06% shareholder attendance rate. The assembly approved the company's auditor report, financial statements, and board member liabilities for the fiscal year ending on December 31, 2023. Additionally, Ernst & Young Professional Services was appointed as the company's auditor for 2024."," FAD International Co. recently conducted its Extraordinary General Assembly meeting on June 6, 2024, at the company's main headquarters in Jeddah. The meeting was held remotely using Tadawulaty services, with a 91.06% shareholder attendance rate.
During the assembly, shareholders approved the company's auditor report, the Board of Director's report, and the release of board members from their liabilities for the fiscal year ending on December 31, 2023. They also agreed to appoint Ernst & Young Professional Services as the company's auditor for the first half of 2024 and the full year 2024, with a fee of 560,000 Saudi riyals.
Additionally, the assembly approved a reward of 795,000 riyals for the board members for the fiscal year ending on December 31, 2023. They also agreed to amend the company's governance regulations, as well as approve the Managing Director and CEO's and a board member's participation in businesses competitive with FAD International Co."," The approval of the auditor report, financial statements, and board member liability release indicates FAD International Co.'s transparency and accountability. Appointing a new auditor ensures continued oversight of the company's financial health. The reward for board members acknowledges their contributions, while the amendments to the governance regulations and approval of competing business interests may impact the company's strategic direction."
9-Jun-24,BENA,"Bena Steel Industries Co. Announces the Results of the Ordinary General Assembly Meeting, ( First Meeting )  Element List Explanation
Introduction BENA STEEL INDUSTRIES Company Board of Directors is pleased to announce the results of the ordinary General Meeting (first meeting)
City and Location of the General Assembly's Meeting The company's main headquarters is in Dammam, using modern technology ""remotely"".
Date of the General Assembly's Meeting 2024-06-06 Corresponding to 1445-11-29
Time of the General Assembly’s Meeting 18:30
Percentage of Attending Shareholders 77.60456 %
Names of the Board of Directors' Members Present at the General Assembly's Meeting and Names of the Absentees 1. Mr. / Khalid Mohammad AlBawardi (Chairman of the Board of Directors) 2. Mr. / Mosaed AbdulRahman AlBawardi (Vice Chairman of the Board of Directors) 3. Mr. / Sami AbdulRahman AlBawardi (Member of the Board of Directors) - (Chairman of the Nominations, Remunerations) 4. Mr. / Mohammad Ali Al-Hawqal (Member of the Board of Directors)
Names of the Chairmen of the Committees Present at the General Assembly's Meeting or Members of such Committees Attending on Their Behalf 1. Mr. / Waleed Yousef E Alkhaldi (Chairman of the Audit Committee)
Voting Results on the Items of the General Assembly's Meeting Agenda's Attached
Attached Documents   ",Bena Steel Industries Co. Reports General Assembly Meeting Results,"Bena Steel Industries Co. disclosed the outcomes of its ordinary General Assembly Meeting (first gathering), held remotely at its Dammam headquarters on June 6, 2024. The meeting saw a 77.60456% shareholder turnout.","Bena Steel Industries Co. has announced the results of its ordinary General Assembly Meeting (first gathering), which took place remotely at the company's Dammam headquarters on June 6, 2024, corresponding to 1445-11-29. The meeting attracted 77.60456% of the shareholders.
The attendees included Khalid Mohammad AlBawardi (Chairman of the Board of Directors), Mosaed AbdulRahman AlBawardi (Vice Chairman of the Board of Directors), Sami AbdulRahman AlBawardi (Member of the Board of Directors and Chairman of the Nominations, Remunerations Committee), Mohammad Ali Al-Hawqal (Member of the Board of Directors), and Waleed Yousef E Alkhaldi (Chairman of the Audit Committee).
The voting outcomes on the agenda items were attached to the announcement.","The announcement of the General Assembly Meeting results marks an important milestone for Bena Steel Industries Co., ensuring transparency and accountability towards its shareholders. The high attendance rate demonstrates investor interest in the company's operations and future prospects."
9-Jun-24,BURUJ,"Addendum Announcement from Buruj Cooperative Insurance Co. in regards to the results of the Ordinary General Assembly Meeting (the first meeting)  Element List Explanation
Introduction Further to the company's announcement published on the Tadawul website on 29/11/1445H corresponding to 06/06/2024 regarding the results of the Ordinary General Assembly Meeting (the first meeting).
Date of Posting the Previous Announcement of Development on Saudi Exchange’s Website 2024-06-06 Corresponding to 1445-11-29
Hyperlink to the Previous Announcement Click Here
Change on the Development Referring to the 5th item regarding the Approval of the appointment of the company’s auditors, who are: 1- Crow Solutions for Professional Consulting Company. 2- El-Sayed El-Ayouty & CO. Certified Public Accountants. Among the candidates, based on the recommendation of the Audit Committee, for the examination, review and auditing of the financial statements for the second, third and annual quarters of the fiscal year 2024 AD, and the first quarter of 2025 AD, and to determine their fees. We would like to notify the esteemed shareholders that the fees for the company's auditors are as follows: 1- Crow Solutions for Professional Consulting Company (at a value of 485,000 SAR). 2- El-Sayed El-Ayouty & CO. Certified Public Accountants (at a value of 435,000 SAR). As mentioned in the recommendation of the Audit Committee enclosed in the meeting invitation.
Financial Impact on the change Nothing.",Buruj Cooperative Insurance Co. Updates Auditor Fees in Addendum Announcement,"Buruj Cooperative Insurance Co. has released an addendum to its previous announcement regarding the Ordinary General Assembly Meeting, specifying the auditor fees for Crow Solutions for Professional Consulting Company and El-Sayed El-Ayouty & CO. Certified Public Accountants.","Buruj Cooperative Insurance Co. has issued an addendum announcement to provide further details about the results of its Ordinary General Assembly Meeting. The update pertains to the 5th item on the agenda, which concerns the appointment of the company's auditors.
According to the addendum, the Audit Committee has recommended Crow Solutions for Professional Consulting Company and El-Sayed El-Ayouty & CO. Certified Public Accountants for examining, reviewing, and auditing the financial statements for various quarters of the fiscal years 2024 and 2025. The fees for these auditors are set at 485,000 SAR and 435,000 SAR, respectively.",The announcement does not mention any financial impact resulting from the change in auditor fees.
9-Jun-24,The Saudi Exchange announces that the fluctuation limits for Sumou Real Estate Co. will be based on a share price of SAR 39.10,"Sumou Real Estate Co. EGM held on Thursday 06/06/2024G has approved the capital increase via bonus shares. Thus, the fluctuation limits on Sunday 09/06/2024G for Sumou Real Estate Co. will be based on a share price of SAR 39.10 and the outstanding orders will be canceled. Furthermore, the Securities Depository Center (Edaa) will deposit the additional shares into the investor’s portfolios by Tuesday 11/06/2024G. ",Fluctuation Limits for Sumou Real Estate Co. adjusted to SAR 39.10, The Saudi Exchange announces adjustment of Sumou Real Estate Co.'s fluctuation limits to SAR 39.10 following the approval of a capital increase via bonus shares.,"The Saudi Exchange announced that, following the Extraordinary General Meeting (EGM) held on Thursday 06/06/2024G, Sumou Real Estate Co.'s capital increase via bonus shares was approved. As a result, the fluctuation limits for Sumou Real Estate Co. will be adjusted to SAR 39.10 starting Sunday 09/06/2024G. All outstanding orders will be canceled accordingly. The Securities Depository Center (Edaa) will deposit the additional shares into investors' portfolios by Tuesday 11/06/2024G.","This adjustment in fluctuation limits will affect the trading of Sumou Real Estate Co. shares on the Saudi Exchange, influencing investor decisions and potentially impacting the company's market position."
9-Jun-24,ATHEEB TELECOM,"Etihad Atheeb Telecommunication Co. (GO) announces the board of directors’ recommendation to distribute cash dividends for the year ended on 31-03-2024  Element List Explanation
Introduction Etihad Atheeb Telecommunication Co. (GO) announces that the Board of Directors issued a by-pass decision on 02-12-1445 H, corresponding to 08-06-2024, recommended to the General Assembly the distribution of cash dividends to shareholders for the year ended 31-03-2024
Date of the board’s recommendation 2024-06-08 Corresponding to 1445-12-02
The Total amount distributed 10,199,970 Saudi Riyals
Number of Shares Eligible for Dividends 33,999,900
Dividend per share 0.3
Percentage of Dividend to the Share Par Value (%) 3
Eligibility date The eligibility of cash dividends will be to the shareholders who own the Company’s shares on the eligibility date and are registered in the Company's register at the Securities Depository Center Company (Edaa) by the end of the second trading day following the day of the Company’s General Assembly meeting, which will be announced at a later stage.
Distribution Date It will be announced after the General Assembly approves the Board of Directors’ recommendation.
The name of other official authorities and the details of their non-refusal to the recommendation or decision N/A
Additional Information The company would like to draw the attention of foreign shareholders who are not residents of the Kingdom to the fact that the cash distributions that will be transferred through the resident financial broker are subject when transferred or recorded, to a withholding tax of 5% in accordance with the provisions of Article (68) of the Income Tax Law and Article (63) of its Implementing Regulations. The company also calls on its valued shareholders to quickly update their data and ensure that their bank account numbers are linked to their investment portfolios so that their profits are deposited in their accounts with banks on the day of distribution. In the event of any inquiries, we hope to contact the Investor Relations Department during official working hours: Tel: 0115111100 Mobile No: 0547478233 Fax No: 0181467100 E-Mail: IR@go.com.sa",Etihad Atheeb Telecommunication Co. Recommends Cash Dividends,"Etihad Atheeb Telecommunication Co. (GO) has recom mended distributing cash dividends for the fiscal year ending 31-03-2024. The dividend per share is 0.3 Saudi Riyals, representing 3% of the share's par value.","Etihad Atheeb Telecommunication Co. (GO) announced that its Board of Directors has recommended the distribution of cash dividends to shareholders for the fiscal year ending 31-03-2024. The total amount to be distributed is 10,199,970 Saudi Riyals, based on 33,999,900 eligible shares. The dividend per share is set at 0.3 Saudi Riyals, equivalent to 3% of the share's par value.
To qualify for the dividend distribution, shareholders must own GO shares on the eligibility date and be registered in the company's record at the Securities Depository Center Company (Edaa) by the end of the second trading day following the General Assembly meeting. The distribution date will be announced after the General Assembly approves the Board of Directors' recommendation.
Foreign shareholders who are not residents of the Kingdom should be aware that cash distributions will be subject to a 5% withholding tax in accordance with local tax laws.","Shareholders of Etihad Atheeb Telecommunication Co. (GO) can expect cash dividends for the fiscal year ending 31-03-2024, subject to approval by the General Assembly. The dividend per share amounts to 0.3 Saudi Riyals, representing 3% of the share's par value. Foreign shareholders should take note of potential tax implications. Upon approval, the dividend distribution date will be announced."
9-Jun-24,SAUDI CABLE,"Saudi Cable Company Announces Resignation of a Member of the Audit Committee  Element List Explanation
Introduction Saudi Cable Company announces the resignation of the member Mr. Saad bin Abdulmohsen Alhamidi from the Audit Committee, starting on 29/11/1445 corresponding to 06/06/2024, due to work commitments, wishing the company success and prosperity. Element List Explanation
Name of Resigning Member Mr. Saad bin Abdulmohsen Alhamidi
Resignation Submission Date 2024-06-06 Corresponding to 1445-11-29
Resignation Effective Date 2024-06-06 Corresponding to 1445-11-29
Reasons for Resignation Due to work commitments
Resigning Member Start Date 2024-05-28 Corresponding to 1445-11-20",Saudi Cable Company Member Resigns from Audit Committee," Mr. Saad bin Abdulmohsen Alhamidi has resigned from the Audit Committee of Saudi Cable Company due to work commitments, eective June 6, 2024.","Saudi Cable Company has announced the resignation of Mr. Saad bin Abdulmohsen Alhamidi from its Audit Committee, citing work commitments as the reason for his departure. Mr. Alhamidi tendered his resignation on June 6, 2024, which was made eective on the same day. He had initially joined the committee on November 20, 2024 (corresponding to 1445-11-29).","The resignation of Mr. Saad bin Abdulmohsen Alhamidi from the Audit Committee of Saudi Cable Company may result in the appointment of a new member to the committee. This change may temporarily impact the committee's operations, but the company remains committed to maintaining strong internal controls and financial oversight."
9-Jun-24,BAAZEEM,"Baazeem Trading Co. Announces the Results of the Extraordinary General Assembly Meeting, ( Third Meeting )  Element List Explanation
Introduction Baazeem Trading Company Announcement of the results of the Extraordinary General Assembly Meeting (Third Meeting)
City and Location of the General Assembly's Meeting Riyadh - Company headquarters, through means of modern technology
Date of the General Assembly's Meeting 2024-06-06 Corresponding to 1445-11-29
Time of the General Assembly’s Meeting 20:30
Percentage of Attending Shareholders 17.40%
Names of the Board of Directors' Members Present at the General Assembly's Meeting and Names of the Absentees 1-Mr. Salem Saleh Baazeem. ( Chairman ) 2-Mis. Fawziah Saleh Baazeem . (Vice Chairman ) 3-Mr Ahmed Saleh Baazeem. ( (Member) 4- MR. Talat Zky Hafez ( (Member) 5- MR. Mohammed Hamad ALfares. (Member) No one was absent
Names of the Chairmen of the Committees Present at the General Assembly's Meeting or Members of such Committees Attending on Their Behalf 1-Mr. Salem Saleh Baazeem. Chairman of the Executive Committe 2-MR.Talat Zky Hafez . Chairman of the Nomination and Remuneration Committee 3-MR.Mohammed Hamad ALfares. Chairman of the Nomination and Remuneration Committee
Voting Results on the Items of the General Assembly's Meeting Agenda's Attached
Additional Information The company would like to draw the attention of non-resident foreign investors to the fact that the cash distributions that are transferred through the resident financial intermediary are subject, upon transfer or when credited to his account, to a withholding tax of 5% in accordance with the provisions of Article (68) of the tax system and Article (63) of Its executive regulations. The company calls on its valued shareholders to update their data and ensure that bank account numbers are linked to the investment portfolios to ensure that their profits reach them without delay If you have any inquiry, please contact the management(0114129999 extension no:( 777 ,222) or e-mail: bodirectres@baazeem.com
Attached Documents   ",Baazeem Trading Co. Reports Extraordinary General Assembly Meeting Results," Baazeem Trading Co. held its third Extraordinary General Assembly Meeting in Riyadh, with a 17.4% shareholder turnout. The meeting's voting results and attendance of board members are detailed in the announcement.","Baazeem Trading Company recently conducted its third Extraordinary General Assembly Meeting in Riyadh, utilizing modern technology for the proceedings. The meeting was attended by 17.4% of the shareholders.
The board of directors present at the meeting included Mr. Salem Saleh Baazeem (Chairman), Mis. Fawziah Saleh Baazeem (Vice Chairman), Mr. Ahmed Saleh Baazeem, MR. Talat Zky Hafez, and MR. Mohammed Hamad ALfares. The chairmen of the Executive, Nomination and Remuneration, and Audit Committees were also present.
The voting results on the agenda items were attached to the announcement. Baazeem Trading Co. reminded non-resident foreign investors that cash distributions are subject to a 5% withholding tax under Saudi tax regulations. The company encourages shareholders to update their data and link bank account numbers to their investment portfolios for prompt profit distribution.","The outcome of the Extraordinary General Assembly Meeting primarily affects the internal governance and decision-making processes of Baazeem Trading Co. The meeting's voting results and attendance of board members are relevant to shareholders, who are encouraged to stay informed about the company's activities and ensure their data is up-to-date for timely profit distribution."
9-Jun-24,FIPCO,"Filling & Packing Materials MFG. Co. (FIPCO) announces the results of the 38th Ordinary General Assembly Meeting (The Second Meeting).  Element List Explanation
Introduction Filling and Packing Materials MFG. Co. (FIPCO) is pleased to announce the results of its ordinary general assembly Meeting No. 38 (second meeting) that took place on 29/11/1445H. Corresponding to 06/06/2024G. at 08:30 PM through modern technology. Due to lack of quorum for the first meeting, the second meeting was held after one hour of the scheduled time for the first meeting and the attendance was 9.96% of the Company’s total share capital.
City and Location of the General Assembly's Meeting FIPCO head office, 2nd industrial area, Riyadh through modern technology.
Date of the General Assembly's Meeting 2024-06-06 Corresponding to 1445-11-29
Time of the General Assembly’s Meeting 20:30
Percentage of Attending Shareholders a quorum of 9.96 % of the company’s capital
Names of the Board of Directors' Members Present at the General Assembly's Meeting and Names of the Absentees The AGM was attended by all board members named herein below: 1- Eng. Ahmed Abdullatif Albarrak (Chairman) 2- Mr. Faisal Muhammed Alharbi (Deputy Chairman and MD) 3- Mr. Nemer Nasser Alharbi 4- Mr. Hathal safar Alotaibi 5- Mr. Abdullah Muhammed Alharbi (CEO)
Names of the Chairmen of the Committees Present at the General Assembly's Meeting or Members of such Committees Attending on Their Behalf 1- Mr. Fawzi Ibrahim Alhobayeb (Chairman of the Audit Committee) 2- Mr. Nemer Nasser Alharbi (Chairman of the Nominations and Remuneration committee) 3- Eng. Ahmed Abdullatif Albarrak (Chairman of Executive Committee & Governance and risk management Committee)
Voting Results on the Items of the General Assembly's Meeting Agenda's Attached
Attached Documents   ",FIPCO Announces Outcome of 38th Ordinary General Assembly Meeting," Filling and Packing Materials Manufacturing Company (FIPCO) held its 38th Ordinary General Assembly Meeting on June 6, 2024. Due to insufficient quorum, the second meeting commenced after an hour with 9.96% attendance.","FIPCO conducted its 38th Ordinary General Assembly Meeting on June 6, 2024, at its Riyadh headquarters via modern technology. The initial meeting lacked quorum, resulting in the second meeting starting an hour later. A total of 9.96% of the company's capital was represented at the meeting.
The assembly was chaired by Eng. Ahmed Abdullatif Albarrak, accompanied by Faisal Muhammed Alharbi, Nemer Nasser Alharbi, Hathal safar Alotaibi, and Abdullah Muhammed Alharbi. Committee chairmen present included Fawzi Ibrahim Alhobayeb, Nemer Nasser Alharbi, and Eng. Ahmed Abdullatif Albarrak.
The voting results for the meeting's agenda items are attached separately.","The outcome of FIPCO's 38th Ordinary General Assembly Meeting, which had limited attendance, will be determined by the attached voting results. Further information on the impact of these decisions will be assessed upon reviewing the specifics provided in the attached documents."
9-Jun-24,NASEEJ TECH,"Naseej for Technology Co. Announces Project Award with Advanced Electronics Co.Ltd.  Element List Explanation
Date of Award 2024-06-07 Corresponding to 1445-12-01
Counterparty Advanced Electronics Co.Ltd.
Project Value 11,758,378.94 SAR (VAT not included).
Project Details Managed services and license renewals.
Related Parties N/A.",Naseej Tech Awards Contract to Advanced Electronics Co. Ltd. ," Naseej for Technology Co. has announced a project award with Advanced Electronics Co. Ltd., valued at 11,758,378.94 SAR, for managed services and license renewals."," Naseej for Technology Co. has officially declared the award of a new project to Advanced Electronics Co. Ltd. The contract, valued at 11,758,378.94 SAR (exclusive of VAT), encompasses managed services and license renewals. The project's commencement date is set for June 7, 2024, corresponding to the Islamic date 1445-12-01."," This project award signifies a significant business relationship between Naseej for Technology Co. and Advanced Electronics Co. Ltd. Investors should anticipate potential revenue growth for Naseej Tech, given the project's substantial value. Additionally, this collaboration could lead to further opportunities for both companies in the technology and managed services sector."
9-Jun-24,KNOWLEDGENET,"Knowledge Net Co. announces signing a Memorandum of Understanding with Bayt Alnomow Capital Co.  Element List Explanation
Memorandum Signing Date 2024-06-08 Corresponding to 1445-12-02
Counterparty Bayt Alnomow Capital Co.
Memorandum Subject N/A
Memorandum Duration N/A
Related Parties N/A
Financial Impact N/A",Knowledge Net Co. and Bayt Alnomow Capital Co. Ink MoU," Knowledge Net Co. has announced signing an MoU with Bayt Alnomow Capital Co., though details such as the memorandum's subject, duration, related parties, and financial impact remain undisclosed.","Knowledge Net Co. has revealed that it has signed a Memorandum of Understanding with Bayt Alnomow Capital Co. However, specifics regarding the memorandum's subject, duration, involved parties, and financial consequences have not been disclosed in the announcement.","At this stage, the impact of the MoU cannot be accurately assessed due to the lack of available information."
9-Jun-24,AICTEC,"Taqadum International Communications and Information Technology Company announces that it has submitted a request to move to the main market  Element List Explanation
Announcement Detail With reference to the announcement of Taqadum International Communications and Information Technology Company published on the website of the financial market (Saudi Tadawul) on 05/20/1445 AH corresponding to 12/04/2023 AD regarding the decision of its Board of Directors to approve the company’s transfer from the parallel market (Nomu) to the main market, the company would like to To explain to its valued shareholders that the request to move to the main market was submitted on 06/09/2024 AD through the automated system specified by the regulatory authorities for this purpose.",Taqadum International Submits Request for Main Market Transfer, Taqadum International Communications and Information Technology Company has applied to transfer from the Nomu parallel market to Saudi Tadawul's main market.,"Taqadum International Communications and Information Technology Company has announced it has formally submitted a request to transfer its listing from the Nomu parallel market to the main market on the Saudi Tadawul. The company's Board of Directors had previously approved the move on 05/20/1445 AH, corresponding to 12/04/2023 AD. The application was submitted through the automated system designated by the regulatory authorities.","The transfer to the main market, once approved, will likely result in increased visibility and liquidity for Taqadum International shares, potentially attracting a broader range of institutional and individual investors."
9-Jun-24,BUPA ARABIA,"Bupa Arabia for Cooperative Insurance Co. Announces its intention to purchase a number of its own shares to allocate them to the employees’ Long Incentive Term Plan.  Element List Explanation
Introduction Bupa Arabia for Cooperative Insurance Co. announces the Board of Directors recommendation to purchase a number of its own shares, which shall not exceed (860,000) share to allocate them to the employees’ Long Incentive Term Plan.
Board of director’s recommendation date 2024-04-25 Corresponding to 1445-10-16
Purpose of Purchase To allocate them to the employees’ Long Incentive Term Plan.
Purpose of Purchase (If the Purpose to Keep the Shares as Treasury Shares) To allocate them to the employees’ Long Incentive Term Plan.
Number of Shares to be Bought 860000
Shares Class and type Ordinary shares
Method of Financing the Purchasing Process The purchase of these shares will be funded through the company internal resources
Current Percentage of the Treasury Shares at the Company out of the Total Class of Shares Purchased 0.01%
Approvals and Meeting the Conditions of Financial Appropriateness The resolution will be voted on in the extraordinary general assembly which will be announced later according to the requirements of the fourth paragraph of Article Seventeen of the Implementing Regulation of the Companies Law for Listed Joint Stock Companies, and after satisfying solvency requirements by the Company as mentioned in the third paragraph of Article Seventeen of the Implementing Regulation of the Companies Law for Listed Joint Stock Companies.
Voting Right Purchased shares shall not have voting rights in the General Assembly’s Meetings.",Bupa Arabia Plans to Repurchase Shares for Employee Incentives,"Bupa Arabia for Cooperative Insurance Co. plans to buy up to 860,000 of its own ordinary shares using internal resources for allocation in the employees' Long Incentive Term Plan. These shares will not have voting rights.","Bupa Arabia for Cooperative Insurance Co. has announced its intention to repurchase up to 860,000 of its own ordinary shares, following the Board of Directors' recommendation. The purpose of this acquisition is to allocate the shares under the employees' Long Incentive Term Plan. The company will finance the purchasing process using its internal resources.
The repurchased shares will not grant voting rights in General Assembly meetings. The approval for this transaction will be sought at an extraordinary general assembly, which will be held according to the requirements of the Companies Law for Listed Joint Stock Companies. The company will ensure solvency before proceeding with the share buyback.
Currently, the percentage of treasury shares at the company out of the total class of shares purchased stands at a mere 0.01%.","This share buyback demonstrates Bupa Arabia's commitment to its employee incentive program. The acquisition of these shares is unlikely to significantly affect the company's financial position due to the small proportion of treasury shares. However, it will provide employees with a greater stake in the company, potentially boosting morale and motivation."
9-Jun-24,CMA Announcement,"Title: CMA Announcement
Date Publish 09 June 2024

This page is currently being processed...
Disclaimer: The information provided on this page is for reference purposes only, visitors are encouraged to review and understand the information provided in the official scanned document attached in the link above (if available). The CMA endeavors to ensure that the information on this page is complete and accurate, but the CMA does not guarantee the quality, accuracy, or completeness of any content at any time. In the event the information on this page is different from the content in the official scanned document attached in the link (if available), the official scanned document attached shall take precedence.",CMA Notice on Website Information, CMA cautions users on website content accuracy and encourages reviewing official documents ," The Capital Markets Authority (CMA) has released an announcement regarding the information presented on its webpage. The CMA emphasizes that the data found on its site is intended for reference purposes only, and it does not guarantee the precision, completeness, or accuracy of the content at any given time. Users are strongly advised to consult and comprehend the information provided in the officially scanned documents linked on the page (if available). In instances where the webpage information varies from the offcial scanned document (if available), the latter shall take precedence."," This notice serves as a reminder for users to exercise caution when relying on information from the CMA website, and instead, to prioritize consulting the offcial documents for accurate and complete data."
